fire_id,lat,lon,date,hectares,STATION_NAME,PROV_STATE_TERR_CODE,LATITUDE,LONGITUDE,ELEVATION,distance,TOTAL_RAIN_FLAG,MEAN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,HEATING_DEGREE_DAYS_FLAG,ID,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE,TOTAL_RAIN,DIRECTION_MAX_GUST_FLAG,LOCAL_DAY,LOCAL_DATE,SNOW_ON_GROUND,PROVINCE_CODE,DIRECTION_MAX_GUST,COOLING_DEGREE_DAYS,SPEED_MAX_GUST_FLAG,MAX_REL_HUMIDITY_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION_FLAG,LOCAL_YEAR,LOCAL_MONTH,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW_FLAG,MEAN_TEMPERATURE,CLIMATE_IDENTIFIER,SNOW_ON_GROUND_FLAG,TOTAL_SNOW,COOLING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY,TOTAL_PRECIPITATION
79086,56.765278,-98.926389,2010-06-27,0.1,SOUTH INDIAN LAKE,MB,56.47,-98.58,259.1,39.05434843399122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79087,56.686389,-99.241111,2010-07-20,0.1,SOUTH BAY,MB,56.4,-99.0,282.9,35.08594806558649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79088,56.816944,-98.923056,2010-07-21,0.1,SOUTH INDIAN LAKE,MB,56.47,-98.58,259.1,43.88384960932456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79089,57.009167,-98.853611,2010-07-21,1.5,MISSI,MB,57.19,-98.1,265.0,49.72927300487412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79090,56.780556,-98.93,2010-07-22,1.0,SOUTH INDIAN LAKE,MB,56.47,-98.58,259.1,40.60488278220284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79091,56.942778,-100.201111,2010-08-01,1872.0,LYNN LAKE RCS,MB,56.51,-101.02,339.9,69.32046547471089,M,,31.0,,5061649.2010.8.1,26.9,,11.4,,,1.0,2010-08-01 00:00:00,,MB,0.0,1.2,,,,,2010.0,8.0,,M,19.2,5061649,,,,0.0,0.0,97.0,0.0
79092,56.988889,-99.231389,2010-08-03,1074.2,SOUTH BAY,MB,56.4,-99.0,282.9,66.94607808633067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79093,56.87,-99.724444,2010-08-03,800.0,RUTTAN LAKE,MB,56.37,-99.37,304.8,59.63883172921016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79094,56.532222,-99.578611,2010-08-06,0.2,RUTTAN LAKE,MB,56.37,-99.37,304.8,22.115667706924945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79095,56.661944,-100.021111,2010-08-07,0.1,LEAF RAPIDS,MB,56.28,-100.01,282.0,42.44904921951012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79096,56.951667,-98.38,2010-08-08,135.0,MISSI,MB,57.19,-98.1,265.0,31.424983946679117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79097,56.8150001,-98.9313895,2011-05-27,0.6,SOUTH INDIAN LAKE,MB,56.47,-98.58,259.1,43.94100041018831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79098,56.7499997,-98.9333329,2011-06-01,0.1,SOUTH INDIAN LAKE,MB,56.47,-98.58,259.1,37.88217923823718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79099,56.7261115,-100.1669447,2011-06-26,4.3,LEAF RAPIDS,MB,56.28,-100.01,282.0,50.49992792404412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
